sumber_data,aplikasi,date,username,text,clean_text
playstore,gojek_customer,2018-03-07, Sita Selma , So helpfull especially when i got sick and nobodys home It doesn t cure anything but it helps me to get some food and medicine Keep Up ,helpfull especially got sick nobodys home doesn cure anything helps get food medicine keep
playstore,gojek_customer,2018-02-09, David , New Updates New Fare New Rating from 5 to 1 star New Updates is killing us with overpriced fare no cancel button and got low go point for a big purchase and removal detail pick up location Not really friendly anymore ,new updates new fare new rating star new updates killing us overpriced fare cancel button got low go point big purchase removal detail location really friendly anymore
playstore,gojek_customer,2018-02-12, Fulf , First thing Thanks a lot Gojek u helped me a lot But The thing is your latest update is disappointed I usually order goride to get me home and it always costs 9k rupiah but when I got Gojek with the latest update it takes the longer route and it costs 34k rupiah I reopen gojek many time ,first thing lot gojek helped lot thing latest update disappointed usually order goride get home always costs rupiah got gojek latest update takes longer route costs rupiah reopen gojek many time
playstore,gojek_customer,2018-02-21, Intan Nurina Haryadi , very dissapointed with some drivers who didn t want to pick me up because the trip was too far Today 3 gojek driver canceled my order I m thinking bout uninstalled this app ,dissapointed drivers didn want trip far today gojek driver canceled order thinking bout uninstalled app
playstore,gojek_customer,2018-02-24, Fariz Fatkhurrahim , That s Great <d9><d4><8d> Karya Anak Bangsa sumpah lengkap banget sampai ada pulsa token listrik wow ada voucher Google Play juga dong <d9><f7><e2> jadi ga usah ribet kemana<e5> tinggal click isi saldo pake mobile banking udah <d9><d5><a0> santai bebas mau pesan atau order apapun juga terimakasih Go Jeck Tapi saya punya saran ,great karya anak bangsa sumpah lengkap banget pulsa token listrik wow voucher google play ribet kemana tinggal click isi saldo pake mobile banking udah santai bebas pesan order apapun terimakasih go jeck saran
playstore,gojek_customer,2018-03-04, rossy narendra , The first time i downloaded this app i gave you 5stars Lately I didn t use this app and sometimes my app giving me a notification that i order using go food service I have to cancel it because I don t want to order it Please fix this problem or I ll uninstall it ,first time downloaded app gave stars lately didn use app sometimes app giving notification order using go food service cancel don want order please fix problem uninstall
playstore,gojek_customer,2018-02-22, Baby Minsul , Akhir akhir ini GPS di aplikasi Go Jek sering error Terutama Go Car Berkali kali lokasi awal driver error Jadi tidak bisa lihat driver ada dimana ataupun mengira ngira lama penjemputan Mohon tindak lanjut ,gps aplikasi go jek error go car berkali kali lokasi driver error lihat driver dimana ngira penjemputan mohon tindak
playstore,gojek_customer,2018-02-11, Alfonsus Andaru , Update fitur chatnya sekarang lebih menarik Tapi 2 catatanku adalah 1 pemilihan rutenya kok seperti biar harganya naik 2 GoJek related voucher nya jadi ga menarik karena mahal dan ga oke lagi penawarannya Tp tanpa gojek aku susah sih ke mana2 Thanks ,update fitur chatnya menarik catatanku pemilihan rutenya biar harganya gojek related voucher menarik mahal oke penawarannya gojek susah
playstore,gojek_customer,2018-02-16, Catarina Mega , Saya bingung knp para driver selalu tanya alamat sy dan tunjuannya kmn setelah itu nyari alamat sering tersesat bukannya pakai GPS Semua trlihat dengan jelas kan <d9><f7><c9> ,bingung knp driver alamat tunjuannya kmn nyari alamat tersesat pakai gps trlihat
playstore,gojek_customer,2018-02-14, Friesia Alfera , Still no tools to download Go Send receipts The link to help option not make any sense Already submitted several messages to the CS they haven t any clue as well ,still tools go send receipts link help option make sense already submitted several messages cs haven clue well
playstore,gojek_customer,2018-02-13, Herliana Hutabarat , Apps saya error sudah 3 hari belum bisa melakukan transaksi apapun Saya sudah kirim email ke CS tapi masih belum benar Mohon segera ditindaklanjuti ,apps error transaksi apapun kirim email cs mohon ditindaklanjuti
playstore,gojek_customer,2018-02-15, Nicole Wirawan , Suddenly the app can t make any orders after a few days after I updated the app the app stop working Thanks to that I can t even go home because I use this app everyday I have to use my friends gojek app to order it for me I already complaint to the customer service and it didn t give me respond at ,suddenly app can make orders days updated app app stop working can even go home use app everyday use friends gojek app order already complaint customer service didn give respond
playstore,gojek_customer,2018-02-22, rony nugros , Setelah update jadi tampilan baru malah bingung menu notifikasi informasi ga tau dimana mau order tambah lama dimenunya mau chat by data internet ke driver jd ga bisa lebih baik tampilan lama developer tolong diperhatikan dan please jgn cm minta feedback detail permasalahan tapi juga dilihat d ,update tampilan bingung menu notifikasi informasi dimana order dimenunya chat data internet driver tampilan developer tolong diperhatikan please cm feedback detail permasalahan
playstore,gojek_customer,2018-03-03, Kusuma Lingga , Sangat sulit untuk upgrade akun Gopay Kenapa mesti menggunakan app 3rd party daripada pakai camera built in Problem upgrade akun diminta foto KTP kebuka app cam 3rd party Sudah difoto di app 3rd party gambar KTP yg terfoto tidak muncul di App Ketika saya submit crash ,sulit upgrade akun gopay mesti app rd party pakai camera built problem upgrade akun foto ktp kebuka app cam rd party difoto app rd party gambar ktp terfoto muncul app submit crash
playstore,gojek_customer,2018-02-14, Yups Reev , App ok tapi gojek mahal banget sekarang di banding tetangga sebelah udah gitu driver dapat sama aja banyakan buat perusahaan ,app gojek mahal banget banding tetangga sebelah udah gitu driver banyakan perusahaan
playstore,gojek_customer,2018-02-19, A Google user , The price of ride isn t cheap anymore Previously I have been use it for daily purpose yet now I have changed my mind to move to other option ,price ride isn cheap anymore previously use daily purpose yet changed mind move option
playstore,gojek_customer,2018-03-01, Ann Chen , Setelah diupgrade kok kwalitas makin menurun waktu pesan gocar ga bs ketik alamat penjemputan di note gps location nya so bad <d9><aa><e3> ,diupgrade kwalitas menurun pesan gocar ketik alamat penjemputan note gps location bad
playstore,gojek_customer,2018-03-06, Erick Kamil , Hate the upgrade process take too long to process while my friend is in urgency to receive go pay transfer from me yet the apps take a long time just to validate photo of ktp and the photo of our selfie ,hate upgrade process take long process friend urgency receive go pay transfer yet apps take long time just validate photo ktp photo selfie
playstore,gojek_customer,2018-02-12, Yuscitra Wira Bekti , Wilayah khususnya bogor go car sedikit sekalinya dpt lokasinya jauh2 Beda sama Grab dan Uber utk banyaknya driver ,wilayah bogor go car sekalinya dpt lokasinya beda grab uber banyaknya driver
playstore,gojek_customer,2018-03-07, dini widiastutik , Alamat penjemputan ataupun pengiriman kadang tdk tepat tdk bs mengubah history yg ada Rute yg ditunjukkan jg sering jauh jd driver yg tdk familiar dgn daerah tersebut membutuhkan waktu yg lama utk sampai ke lokasi ,alamat penjemputan pengiriman kadang mengubah history rute driver familiar daerah membutuhkan lokasi
playstore,gojek_customer,2018-03-23, riri rahmadi , 1 Sekarang ga ada fitur remember jadi tiap pesan harus ketik alamat lagi 2 Lokasi driver masih suka ga update 3 Tidak bisa suggest rute sehingga kalo rute ngaco ya pasrah aja bayar lebih mahal ,fitur remember pesan ketik alamat lokasi driver suka update suggest rute kalo rute ngaco pasrah bayar mahal
playstore,gojek_customer,2018-02-21, Brigitta Rachellyca , New version of Gojek doesn t write the bills when we re wanna checking I have order 1st to know how much my trip will spent ,new version gojek doesn write bills wanna checking order know much trip will spent
playstore,gojek_customer,2018-02-24, anne mariam , I can t use my gojek app my gopay n point still there n i dont have other number to register This is really troublesome for me ,can use gojek app gopay point still dont number register really troublesome
playstore,gojek_customer,2018-02-12, apa aku famous , You shouldn t attached the restaurants that had been closed It s really annoying when looking for nearby restaurant but what i found it just a lot of closed restaurants ,shouldn attached restaurants closed really annoying looking nearby restaurant found just lot closed restaurants
playstore,gojek_customer,2018-02-07, Joddy setiawan , Diskon gofood dari gopoint jadi cuma 25k dari sebelumnya 50k tapi make pontnya 650 sebelumnya 850 padahal ngurangnya setengahnya tapi pointnya gajadi 425 850 2 ,diskon gofood gopoint make pontnya ngurangnya setengahnya pointnya gajadi
playstore,gojek_customer,2018-02-25, Aru Noir , Why you make the route on GPS is far than usual Not only waste the time but also you make the price becomes expensive Please fix it Thank you ,make route gps far usual waste time also make price becomes expensive please fix thank
playstore,gojek_customer,2018-02-26, Lucia , Today I cancelled my order at 12 43 while booking a trip with go ride at that time I haven t got a driver because the app taking a very long time to find a driver And yet several minutes later about 13 00 a driver arrived said that my booking hasn t cancelled yet ,today cancelled order booking trip go ride time haven got driver app taking long time find driver yet several minutes later driver arrived said booking hasn cancelled yet
playstore,gojek_customer,2018-04-13, A Google user , Udah 2 kali aplikasi saya mengalami eror dan saya jadi dimarahi oleh pihak drivernya terus aplikasi saya tiba2 kembali lagi ke aplikasi sebelum diperbarui bad ,udah kali aplikasi mengalami eror dimarahi drivernya aplikasi aplikasi diperbarui bad
playstore,gojek_customer,2018-02-15, aldy gosal , Setelah update yang nentuin posisi awal semakin ribet sekarang ditambah posisi awal saya di TUGU MONAS Padahal posisi saya di kuningan tangerang pondok indah Tapi selalu di awal jadi tugu monas FIX IT ,update nentuin posisi ribet ditambah posisi tugu monas posisi kuningan tangerang pondok indah tugu monas fix
playstore,gojek_customer,2018-02-22, salim lfc , lebih susah nyari kendaraan daripada beli makanan banyak yang terlalu memilih milih tampilan baru agak mengganggu dan perkiraan estimasi waktu kedatangan driver sering telat berbeda dengan perkiraan di aplikasi ,susah nyari kendaraan beli makanan memilih milih tampilan mengganggu perkiraan estimasi kedatangan driver telat berbeda perkiraan aplikasi
playstore,gojek_customer,2018-02-09, Muhammad Syarif , So new update fresh new look etc etc And frankly I quite like it Now gojek app is much much more responsive than what it used to be But there are some questionable design decision that somewhat makes it awkward to use You cannot change your pickup location Not in first glance at least You h ,new update fresh new look etc etc frankly quite like gojek app much much responsive used questionable design decision somewhat makes awkward use change location first glance least
playstore,gojek_customer,2018-02-09, Mega Claudia , duh lain kali gofood jangan error out of stock gini kan jadi di maki driver ny bukan maksud ngerjain kita engga ngerti dipikir emg pesanan habis eh ternyata dpt konfirmasi dr driver ny kl ud dipesan bikin misscom aja ,duh kali gofood error stock gini maki driver ny maksud ngerjain engga ngerti dipikir emg pesanan habis eh dpt konfirmasi dr driver ny kl dipesan bikin misscom
playstore,gojek_customer,2018-02-09, Imam Yudia , I can t find some restaurants nearby I try to search by it s name and the dishes I want to order but I can t find those anywhere It s located around 4 5km away from me so it is strange that I can find farther located places but not that one It also strange bcs I ve ordered food from that place ,can find restaurants nearby try search name dishes want order can find anywhere located around km away strange can find farther located places one also strange bcs ve ordered food place
playstore,gojek_customer,2018-02-22, nadia ferdilla , Kok sekarang ongkos makin mahaalll Pdhl udh pakai gopay Tiba2 naik mahaalll skrg pun yg 100m jaraknya go food pakai go pay 10rb <d9><f7><d4> <d9><f7><d4> whats wrong Lebih murah grab skrg ,ongkos mahaalll pdhl udh pakai gopay mahaalll skrg jaraknya go food pakai go pay rb whats wrong murah grab skrg
playstore,gojek_customer,2018-03-25, Sora Himekawa , Please jangan sering sering update Internal hape selalu dianggap penuh padahal masih 350mb Jadi saya kesulitan buat update Apalagi kalo ga update ga bisa dipake Tolong jangan update terus terusan ,please update internal hape dianggap penuh mb kesulitan update kalo update dipake tolong update terusan
playstore,gojek_customer,2018-02-07, Alberto Eka Saputra , After being updated it is now difficult to point where we want to be picked up manually from the map the option is only to choose our destinations what if we want to order for others ,updated difficult point want manually map option choose destinations want order others
playstore,gojek_customer,2018-02-10, Annisa Junitasari , Setelah di update ke versi terbaru malah banyak destinasi yang ngga ke detect sama mapnya gojek Mau pesen driver jd bingung Can you fix this problem ,update versi terbaru destinasi ngga detect mapnya gojek pesen driver bingung can fix problem
playstore,gojek_customer,2018-02-10, Khairul Rizqi , the latest update is more like a downgrade its super slow and barely works Made me stop using this app entirely and i wont be using it until this gets fixed ,latest update like downgrade super slow barely works made stop using app entirely wont using gets fixed
playstore,gojek_customer,2018-02-17, andrew widjaja , saldo go pay gw ilang masa baru diisi 100rb trus dibeliin makan sampe 65 sisanya entah kmn dan gw denger punya tmn gw juga ilang saldo 20rb what is wrong with this ,saldo go pay gw ilang diisi rb trus dibeliin makan sampe sisanya kmn gw denger tmn gw ilang saldo rb wrong
playstore,gojek_customer,2018-03-02, Frenky Harry , It s not just a ride hailing app it s now become an everyday app from transport finance to groceries Love it ,just ride hailing app become everyday app transport finance groceries love
playstore,gojek_customer,2018-02-13, Astrid Edgina , new version of gojek is not good Notes to driver didn t appear please fix ,new version gojek good notes driver didn appear please fix
playstore,gojek_customer,2018-03-05, Nisrina Azizah Lubis , Saya order go ride pakai go pay berturut turut unable making order with go pay something like that tapi kenapa saldo go pay saya diambil 3x berturut2 saldo go pay saya hilang Tolong diperbaiki ,order go ride pakai go pay unable making order go pay something like saldo go pay diambil saldo go pay hilang tolong diperbaiki
playstore,gojek_customer,2018-02-16, Zahra D Prasetya , Setelah update tampilannya bagus tapi banyak problem di maps Gak bisa ngetik manual alamat pick up di maps Mapsnya jg ngaco ,update tampilannya bagus problem maps ngetik manual alamat maps mapsnya ngaco
playstore,gojek_customer,2018-02-07, Floretta Gautama , saya top up pakai mbanking 2x tapi yang masuk hanya 1x Mohon solusinya dari pihak gojek Saya sudah tlp cs bca katanya transaksi sudah sukses dari bca jd sy harus tnya kepada pihak gojek ,top pakai mbanking masuk mohon solusinya gojek tlp cs bca transaksi sukses bca tnya gojek
playstore,gojek_customer,2018-02-14, Suman Sarkar , It s ask so much rate respective to other applications today the gocar rate is 300 high than other applications they looted the common people and fool the common people ,ask much rate respective applications today gocar rate high applications looted common people fool common people
playstore,gojek_customer,2018-02-20, Kent Tan , This app has no Order History not all transactions have receipts sent to our e mail no CS phone number provided ,app order history transactions receipts sent mail cs phone number provided
playstore,gojek_customer,2018-03-15, Patricia Jesslyn , Aneh bgt sih gojek update mulu mintanya tp tetep aja banyak masalah Error mulu Ga ada email buat complain atau apapun bener2 kurang ,aneh bgt gojek update mulu mintanya tetep error mulu email complain apapun bener
playstore,gojek_customer,2018-02-11, Budi Djack , INI APLIKASI KALO DI 4G PHONE OK KASIAN YG PAS LOST SIGNAL SUSAH JADINYA UPGRADE MALAH BIKIN RIBET ORG SEMAKIN UOGRADE HARUSNYA SEMAKIN RINGAN GANTIIII ,aplikasi kalo phone kasian pas lost signal susah upgrade bikin ribet org uograde ringan gantiiii
playstore,gojek_customer,2018-02-24, Chrown , It s a great app but i think the logarithm for finding closest driver could be better Often got driver who s indeed closest but usually its on the other side of river or other side of the oneway road etc which made it significantly longer to pick me up ,great app think logarithm finding closest driver better often got driver indeed closest usually side river side oneway road etc made significantly longer
playstore,gojek_customer,2018-03-22, Eka Kurnia Putri , kenapa ya pesan gojek malah dikasihnya ke driver yang lokasinya jauh padahal di maps banyak driver yang lebih dekat tolong diperbaiki lagi keakuratan mapsnya ,pesan gojek dikasihnya driver lokasinya maps driver tolong diperbaiki keakuratan mapsnya
playstore,gojek_customer,2018-02-12, Raychel Mayshun , I don t really like the interface of the new updates like it s getting more and more complicated The price rising too even if I pay with gopay it s useless the promotion is nowhere This app was my number 1 to go app and I ll need to re think about it again Plus the cancel button issues come on ,don really like interface new updates like getting complicated price rising even pay gopay useless promotion nowhere app number go app need think plus cancel button issues come
playstore,gojek_customer,2018-02-16, Sidy Yuli , No improvement in the route that take to deliver food grab food always pick choose the longest distance And the charge is Very Expensive Fix it ,improvement route take deliver food grab food always choose longest distance charge expensive fix
playstore,gojek_customer,2018-02-14, Ardhian Listyarian , Poor GPS The pickup location and the destination aren t synced I just updated the app Updated review This thing has gone from poor to worthless The fare has gone up ,poor gps location destination aren synced just updated app updated review thing gone poor worthless fare gone
playstore,gojek_customer,2018-02-06, Gires Augusta , Tunjuk Peta nya benerin donk nentukan location selalu saja sulit Apps Gr b lebih gampang set location dari ke nya ,peta benerin donk nentukan location sulit apps gr gampang set location
playstore,gojek_customer,2018-02-23, Alvin Oktarianto , buat pihak Go Jek mohon diperbaiki ini aplikasi saya udah 3x kejadian setelah sampai tujuan aplikasinya memesan ulang pick up dan tujuan yg sama sebenernya saya fine aja dengan aplikasi yg kurang sempurna tapi waktu kejadian ketiga itu setelah ditelfon driver hasil ketidaksengajaan aplikasi y ,go jek mohon diperbaiki aplikasi udah kejadian tujuan aplikasinya memesan ulang tujuan sebenernya fine aplikasi sempurna kejadian ketiga ditelfon driver hasil ketidaksengajaan aplikasi
playstore,gojek_customer,2018-03-05, Christy Surya , Hate the new interface and it s harder for me to check whether I ve got points or not compared to previous version App is legit though ,hate new interface harder check whether ve got points compared previous version app legit though
playstore,gojek_customer,2018-02-17, Linda Zoe , Ngaco aplikasi yg baru hanya membantu untuk satu org saja dmna lokasi kita gk sepeeti dlu kita bisa ngatur untk pesankan org lain atw kawan atw kluarga ini langsung dsuruh nunjukin kemana tujuan kita gk bisa pilih lokasi dan tujuan bener bener gk bantu buat kluarga saya bagua yg aplikasi lama yg ,ngaco aplikasi membantu org dmna lokasi gk sepeeti dlu ngatur untk pesankan org atw kawan atw kluarga langsung dsuruh nunjukin kemana tujuan gk pilih lokasi tujuan bener bener gk bantu kluarga bagua aplikasi
playstore,gojek_customer,2018-02-22, Raja Siahaan , the new version of this application has many bugs e g it will exit after we rate the driver if we didn t rate the driver before ,new version application many bugs will exit rate driver didn rate driver
playstore,gojek_customer,2018-02-26, Marchell Tifani , Ga bisa pesem go food karena halaman nya ga mao muncul2 Padahal uda sampe di restart hapenya Masih tetep ga mau ke buka ,pesem go food halaman mao muncul uda sampe restart hapenya tetep buka
playstore,gojek_customer,2018-02-17, Firdausi Rakhmah , Sering error untuk cari lokasi Tiba2 ke cancel padahal ga klik cancel Sering dapet beberapa driver padahal hanya 1 booking Please fix this bug ,error cari lokasi cancel cancel dapet driver booking please fix bug
playstore,gojek_customer,2018-02-18, Ibu Masnah , To many criminals who hack Go Jek account Go Pay not secure and also Go Jek management dont want to know about customer problem ,many criminals hack go jek account go pay secure also go jek management dont want know customer problem
playstore,gojek_customer,2018-03-03, Natih Ayu Widiantari , JAUH lebih suka versi yg lama simpel dan membantu Versi yg skrg hanya cantik di tampilan tapi apa apa ribet halaman destination dan pick up berbeda gak kaya dulu sehalaman jadi enak liatnya inipun masukin destinati duluan baru tempat pick up membingungkan lalu maps banyak salah destinasi sa ,suka versi simpel membantu versi skrg cantik tampilan ribet halaman destination berbeda kaya sehalaman enak liatnya inipun masukin destinati duluan membingungkan maps salah destinasi
playstore,gojek_customer,2018-02-08, Uchie Carina Anasthasia , Pake GOPAY juga harga nya naek gila gilaan yakk parah biasa aku ke tempat kerja 16 ribu naek ke 19 ribu hari ini naek lagi ke 23 ribu ini ga salah naek nya terlalu parah dalam waktu 2 minggu loh Pake grab aja 18 pembayaran cash Pale uber 13 500 pembayaran cash Ya mending pindah aplikasi d ,pake gopay harga naek gila gilaan yakk parah kerja ribu naek ribu naek ribu salah naek parah minggu loh pake grab pembayaran cash pale uber pembayaran cash mending pindah aplikasi
playstore,gojek_customer,2018-02-10, Yin Sherin , The new update not good I can t give a side note to the driver ,new update good can give side note driver
playstore,gojek_customer,2018-02-13, Ferdian Ferdy , UI UX terbaru bikin bingung bisa dibilang jelek berapa kali salah order Kenapa harus dibuat terbalik harusnya dari mana kemana ,ui ux terbaru bikin bingung dibilang jelek kali salah order terbalik kemana
playstore,gojek_customer,2018-02-14, Yogi Biondy , Jd lebih sering crash dan lambat Setelah trip beres ga langsung keluar page untuk rate driver ,crash lambat trip beres langsung page rate driver
playstore,gojek_customer,2018-02-28, Elsera halim , Setelah updte terbaru ngk da tombol refresh pada tampilan GPS nya Jadi kadang mobil nya stuck ngk jalan2 ngk bisa di refresh ,updte terbaru ngk tombol refresh tampilan gps kadang mobil stuck ngk jalan ngk refresh
playstore,gojek_customer,2018-03-01, Yaumil Ingeulistha , Sejak di upgrade applikasinya entah harganya jadi lebih pricey bahkan ga wajar Saya pengguna gojek dari awal gojek ada Tapi sekarang gojek saya jadikan option ke 2 Karna ojek tetangga jauh lebih murah padahal waktu release dia yang paling mahal dari yang lain Tapi sekarang malah kebalikannya ta ,upgrade applikasinya harganya pricey wajar pengguna gojek gojek gojek jadikan option ojek tetangga murah release mahal kebalikannya ta
playstore,gojek_customer,2018-03-02, fajrin hanggoro , Hari ini aplikasinya error dan sy menerima lebih dari 1 gojek bahkan stelah di pick up oleh 1 driver tetap muncul gojek lainnya krn aplikasinya menganggap sy memesan lg Bahkan go pay nya sempat terpotong 2x untuk order yg sama Saldonya baru bs kembali lg stelah appsnya dinyalakan ulang Sangat me ,aplikasinya error menerima gojek stelah driver muncul gojek aplikasinya menganggap memesan go pay terpotong order saldonya stelah appsnya dinyalakan ulang
playstore,gojek_customer,2018-02-17, yusuf haris , Menyertakan label halal atau non halal pada gambar makanan di go food dapat membantu customer memilih tanpa ragu Dan juga panic button yang terintegrasi ke kepolisian untuk aplikasi Driver pada saat pick up penumpang memberikan kenyaman dan keamanan untuk mitra gojek Saya rasa point point ini sang ,menyertakan label halal non halal gambar makanan go food membantu customer memilih ragu panic button terintegrasi kepolisian aplikasi driver penumpang kenyaman keamanan mitra gojek point point sang
playstore,gojek_customer,2018-02-21, rudi susilo , Please make it so i can turn off notifications other than when I m ordering something I wish to turn off notifications for promos and other unimportant things ,please make can turn notifications ordering something wish turn notifications promos unimportant things
playstore,gojek_customer,2018-02-10, Tifani Anis , I have transferred to my go pay from online bank account but my go pay still 0 How could I be It was annoying ,transferred go pay online bank account go pay still annoying
playstore,gojek_customer,2018-02-20, Jenny Cendrawira , Its too hard to redeem the voucher using promo code I ve tried many times but its always failed Hmm ,hard redeem voucher using promo code ve tried many times always failed hmm
playstore,gojek_customer,2018-02-28, Aztec Studios , Every time i try to order a gojek my 3G suddenly stops working or restarts this might be Just me the older version was so much better than the newer one please change back ,every time try order gojek suddenly stops working restarts might just older version much better newer one please change back
playstore,gojek_customer,2018-02-08, Mazarino Zhafir , Ngapain UI jadi ngikut2 ub r sih update baru juga susah dapet driver sama lokasi drivernya ga akurat ,ngapain ui ngikut ub update susah dapet driver lokasi drivernya akurat
playstore,gojek_customer,2018-02-25, Winz joon , Im using everyday Very convinience but i often got Problem that the apss showing there is not appear in certain location ,using everyday convinience often got problem apss showing appear certain location
playstore,gojek_customer,2018-03-04, Lia Fadhila , This apps is good Nggak khawatir lagi kalo laper tengah malam Dan selama setaun ini belum pernah sih merasa rugi pakai gojek Alhamdulillah selalu dapet driver yang baik ,apps good nggak khawatir kalo laper setaun rugi pakai gojek alhamdulillah dapet driver
playstore,gojek_customer,2018-02-18, Mochamad Soleh , It is a better apps now to use help a lot for most of people in a crowded traffic in the city like Jakarta and it helps when you are hungry and you are far from food court centre Thanks ,better apps use help lot people crowded traffic city like jakarta helps hungry far food court centre
playstore,gojek_customer,2018-02-15, andreas wijaya , sudah top up 150rb setiap order bayar pakai gopay selalu unable to proced the payment aplikasi cacat ,top rb order bayar pakai gopay unable proced payment aplikasi cacat
playstore,gojek_customer,2018-02-15, Maylantino Surya , Habis update aplikasi kacau balau Unable to load GO PAY dan GO POINT Coba testing ulang ampe bener ,habis update aplikasi kacau balau unable load go pay go point coba testing ulang ampe bener
playstore,gojek_customer,2018-02-24, Dione Ivana , Aplikasinya error G bisa pesen go food Waktu mau masuk ke pilihan pesanan menu restorannya gmw muncul ,aplikasinya error pesen go food masuk pilihan pesanan menu restorannya gmw muncul
playstore,gojek_customer,2018-02-16, Eva Puspita Sari , Pake tampilan baru bingung cari history ordernya Terus isi gopay lama Biasanya begitu transfer langsung masuk ini masih belum masuk juga Padahal jelas hasil transfer berhasil saldo kepotong Dan soal harga pake gopay aja tarifnya naik sampe beda jauh banget sama kompetitornya Padahal dulu suk ,pake tampilan bingung cari history ordernya isi gopay transfer langsung masuk masuk hasil transfer berhasil saldo kepotong harga pake gopay tarifnya sampe beda banget kompetitornya suk
playstore,gojek_customer,2018-02-15, Meliany Suhardinata , Tarifnya sekarang mahal ya lebih mahal di banding kompetitor Aplikasi yang baru cenderung membingungkan driver lebih susah ditemukan ,tarifnya mahal mahal banding kompetitor aplikasi cenderung membingungkan driver susah ditemukan
playstore,gojek_customer,2018-02-07, Mayang Salsabila Lubis , I hate new version Nyesel update Jadi gabisa pesen gojek Padahal internet lancar driver banyak Tp pas order ga bisa2 Nyesel parah Kecewa Poor ,hate new version nyesel update gabisa pesen gojek internet lancar driver pas order nyesel parah kecewa poor
playstore,gojek_customer,2018-02-06, Ehp Phe , Why does the fare is getting more expensive than others ,fare getting expensive others
playstore,gojek_customer,2018-02-25, Sang Aji Sungkowo , Like the old one estimation price can t appear with the new version ,like old one estimation price can appear new version
playstore,gojek_customer,2018-02-15, Sevilla Helmi , Kenapa kenaikan harga jam sibuk semakin gak masuk akal ya Bisa sampai 2x lipat Gopay yg saya masukan setiap bulan biasanya lebih tapi sekarang harus nambah lagi Apa karena terus perbaruan mangkanya harga semakin mahal Dan sepertinya penggunaan gopay sekarang percuma Karena potongan hanya sebes ,kenaikan harga sibuk masuk akal lipat gopay masukan nambah perbaruan mangkanya harga mahal penggunaan gopay potongan sebes
playstore,gojek_customer,2018-02-09, Winny Prima , I don t like new updated from gojek Confused for tht maps cant see tht driver not like before Can refresh tht fix tht ok thx u ,don like new updated gojek confused tht maps cant see tht driver like can refresh tht fix tht
playstore,gojek_customer,2018-02-06, Ali Syahidin Mubarok , Kok gak tau tarifnya ya sekarang Dulu kan bisa tau berapa tarif yg harus dibayar baru order ,tarifnya tarif dibayar order
playstore,gojek_customer,2018-02-26, Kiki Zeng , I m very dissatisfied about this application because I m waiting too long How could this application let the driver who are still far can take the order Maybe it s looked close on the map because they are accross the river or railway but the driver must go around to find another route that they ca ,dissatisfied application waiting long application let driver still far can take order maybe looked close map accross river railway driver must go around find another route ca
playstore,gojek_customer,2018-02-07, Eko Prasetyo , Baru kali ini saya kecewa dengan aplikasi gojek setelah update terbaru Malah menyulitkan bagi saya tidak user friendly entah bagi orang lain Mohon kembalikan seperti sebelumnya ,kali kecewa aplikasi gojek update terbaru menyulitkan user friendly orang mohon kembalikan
playstore,gojek_customer,2018-02-14, TV Sexy , Sering eror dan nunggu g dapat2 driver Cmn sedang mencari terus Pdhl data dan gps on ternyata harga naik saat coba2 lg bangsatt ,eror nunggu driver cmn mencari pdhl data gps harga coba bangsatt
playstore,gojek_customer,2018-02-11, A Google user , Tarifnya kenapa jadi naik hingga 100 ya per akhir januari 2018 Memang sengaja naik atau ada trouble di sistem ,tarifnya januari sengaja trouble sistem
playstore,gojek_customer,2018-02-21, Artsani Anka , Habis diupdate jadi gak bisa dipake sama sekali Gojek mapsnya selalu di monas Gofood gak keluar sama sekali list restonya Bener2 gak bisa dipake sama sekali Tolong diperbaiki secepatnya ya ,habis diupdate dipake gojek mapsnya monas gofood list restonya bener dipake tolong diperbaiki secepatnya
playstore,gojek_customer,2018-02-07, Calandra Garcia , Rutenya error sejak di update kemarin Harusnya jalur lurus malah belok ke jalan lain ,rutenya error update kemarin jalur lurus belok jalan
playstore,gojek_customer,2018-03-02, Steven Irawan , Driver sering cancel sepihak notif gak muncul dan gak di cari in driver baru So Lame ,driver cancel notif muncul cari driver lame
playstore,gojek_customer,2018-02-14, Linda Abilene , i used Go Jek for so long and never get any wrong and i really get helped much on thia App keep it up Man <d9><d4><8d> <d9><8f><c8> ,used go jek long never get wrong really get helped much thia app keep man
playstore,gojek_customer,2018-02-10, EsPeCool d Grandaddy , Setelah diupdate malah tidak bisa GPS only Di gadget saya malah ngaco karena lokasi jemput pasti di BTS yang nyantol ,diupdate gps gadget ngaco lokasi jemput bts nyantol
playstore,gojek_customer,2018-02-12, Agnes Wongso , Lebih suka app yg lama drpd yg baru Update yg terbaru membingungkan Apa bedanya pake gopay dan cash kalau harganya sama aja Please fix it I really loved your old app Thanks ,suka app drpd update terbaru membingungkan bedanya pake gopay cash harganya please fix really loved old app
playstore,gojek_customer,2018-02-13, Sari Widyani , naik mulu yaaa katanya udah di suntik 2T gopay nya pun hanya beda 1k hiksss sad ,mulu yaaa udah suntik gopay beda hiksss sad
playstore,gojek_customer,2018-02-17, Moh Faisal Akbar , tampilan baru nya malah bikin ribet sering dapat driver yg lokasinya lebih dari 5 km dan ga bisa cancel order milih pickup destination nya ribet malah tambah ga user friendly ,tampilan bikin ribet driver lokasinya km cancel order milih destination ribet user friendly
