V1;V2;V3;V4;V5;V6;V7;V8;V9
02-Dec-17;9.45 AM;@tikawidianingsi;Ojek daring @gojekindonesia @GrabID ga ada niatan buat inovasi tambahan buat partner kondangan gitu? Kira-kira namanya gondang (go kondangan). Biar ga awkward amat di kondangan sendirian. @CeritaTranspOL;FALSE;6;24;11;/tikawidianingsi/status/937014795848445952
02-Dec-17;7.14 AM;@CeritaTranspOL;Beberapa bulan lalu, partner mimin yang dari Thailand dan Malaysia takjub sama aplikasi transpol di Indonesia. Mereka bilang semacam kantong ajaib Doraemon. Bisa ride, pesan makanan, panggil teknisi kendaraan, beli belanjaan, hingga panggil terapi pijat.;FALSE;6;33;15;/CeritaTranspOL/status/936976808544575488
02-Dec-17;7.10 AM;@mericahitam;Ah ini kejadian tadi siang sama temenku. Cuma kebalikannya. Si drivernya marah2 karena dicancel sama temenku padahal sama temenku gak dicancel.;TRUE;1;2;;/mericahitam/status/936975814381277185
02-Dec-17;7.11 AM;@CeritaTranspOL;Iya mending pulang dan mandi jun—eh, apa? https://twitter.com/bayuresa/status/936975859591692288 …;TRUE;1;1;;/CeritaTranspOL/status/936976080526643203
30-Nov-17;11.16 PM;@CeritaTranspOL;Salut buat Kak Aldiansya. Semangat terus..!!https://twitter.com/eirudo/status/936250369419513856 …;FALSE;1;19;8;/CeritaTranspOL/status/936494151704514561
01-Dec-17;9.25 AM;@inaraghaz;"Bulan lalu tiba di Bungur jam 2 dini hari order gocar ke JatimExpo sempat mau minta pick up dstu kan enak ada tempat duduk. Untung ga jadi. Akhirnya jalan agak ke selatan dpn alfamart.

Tp pas itu ga liat ada org sih di halte. Mgkn krna sdh lwt tengah mlm premannya pd tidur.";TRUE;1;2;;/inaraghaz/status/936647388357201920
01-Dec-17;12.20 PM;@rdewisuci;"Pesen uber dr kantor. Orgnya blg udah nyampe. Ku cari gada. Ampe dibantuin ngmg satpam yg dsna. Ku pikir itu kantor tiruan abal2, krn yakin banget kantorku cuma sebiji di Sby.

Gak taunya doi nyamperin di kantor Jakarta. Maapiiiiin Pak salah input lokasi  @CeritaTranspOL";FALSE;5;14;12;/rdewisuci/status/936691439219515392
02-Dec-17;7.07 AM;@CeritaTranspOL;+1https://twitter.com/8jono/status/936730016842268672 …;TRUE;2;;;/CeritaTranspOL/status/936975127257874433
02-Dec-17;7.07 AM;@CeritaTranspOL;Kasus rumit. Semoga Go-Jek bisa kasih solusi ya.https://twitter.com/denipp/status/936739658335010817 …;FALSE;;1;;/CeritaTranspOL/status/936975023138422785
01-Dec-17;4.47 PM;@yonpurba;Menurut saya tidak adil dibanding transpol lainnya. Sy pernah memesan tapi driver tidak menjemput dan tidak bisa dikontak. Jika dicancel kena denda. Singkatny setelah 5 menit sy away pakai Gojek. Ternyata app uber memilihkan driver lain  @CeritaTranspOL https://twitter.com/Uber_IDN/status/936502447870218240 …;TRUE;;3;4;/yonpurba/status/936758716304580608
01-Dec-17;5.20 PM;@siputubuku;Gojek sering begini nih. Minggu lalu order gocar, udah ditunggu lama, telp driver katanya diaplikasi dia ga ada, dikira gue cancel makanya dia ga pick up. Padahal gw ga cancel. Atau pesen 1x, driver yg dateng lebih dr 1. Kan bingung saya cc: @gojekindonesia;TRUE;1;1;;/siputubuku/status/936767070032633856
01-Dec-17;5.35 PM;@bungncx;Perjuangan kami untuk menjemput kalian sampai ketujuan dgn selamat dengan harga yg murah itu lebih berat dibandingkan jari kalian hanya untuk menekan atau memberi bintang 5... @CeritaTranspOL #DriverOnline;FALSE;2;21;9;/bungncx/status/936770822215155714
01-Dec-17;5.47 PM;@bungncx;Apalagi gara2 mobilnya kotor disaat musim hujan seperti skrg ini lantas mengurungkan niat utk memberikan bintang 5? Hmmm... @CeritaTranspOL;FALSE;;4;1;/bungncx/status/936773719044767744
01-Dec-17;6.37 PM;@dindadinda_;Pernah kayak gini, waktu itu go send. Tlp2an sm drivernya. Pas nyampe driver 1 eehh dtg lagi driver yg lain. Nah lhoooo... akhirnya yg sesuai aplikasi aja namanya. Dan minta maaf juga sm yg 1 soalnya emg gk ada namanya. Waktu itu bayarnya cash;TRUE;1;1;;/dindadinda_/status/936786301063372800
01-Dec-17;8.08 PM;@WieDanang;Berusaha dan bekerja tanpa merugikan orang lain mengapa ada yg merasa terganggu....salut dan  salam hormat buat aldiansyah;TRUE;;1;1;/WieDanang/status/936809290286841857
02-Dec-17;7.03 AM;@CeritaTranspOL;https://twitter.com/aisyahaishh22/status/936823010329206784 …;FALSE;;20;4;/CeritaTranspOL/status/936973996154695680
01-Dec-17;10.14 PM;@HennyIndrahalim;Iya, Kamis kemarin juga gini. Order ga di cancel, begitu ketemu abang Go-Jeknya langsung naik. Eh ternyata di aplikasi abangnya order saya udah ga ada, keganti sama order lain & saldo Go-Pay saya tetap dipotong.;TRUE;1;1;;/HennyIndrahalim/status/936840968933797889
02-Dec-17;4.45 AM;@tsuchiyagin;": Mbak, saya sebentar lagi sampai.
: .........???Σ(⊙ω⊙)

Mungkin Bapaknya punya Pintu ke Mana Saja |ω･)

@CeritaTranspOLpic.twitter.com/atASiooukw";FALSE;1;7;4;/tsuchiyagin/status/936939350163521537
01-Dec-17;5.20 AM;@rayenautis;@alpinnn iya ubergift card jg tampilannya cash di driver pas smp di titik penjemputan..masuk deposit jg, lama jg diterimanya;TRUE;;1;;/rayenautis/status/936585899831205889
01-Dec-17;5.18 AM;@yonpurba;Sekarang udh ada Uber Gift Card. Semacam prabayar. Jadi terhitungnya Cash bukan CC.;TRUE;;1;;/yonpurba/status/936585335198199808
01-Dec-17;6.37 AM;@diiansoraya;Jadilah customer yang bijaksana, jangan nuduh2 sembarangan tanpa tau keadaan sebenernya. Hari kamis kemarin emang ternyata pada komplain aplikasi banyak yang error. Kasian si Bapak di tuduh2 @CeritaTranspOLpic.twitter.com/olg49WAqkN;FALSE;3;40;13;/diiansoraya/status/936605077971746817
01-Dec-17;4.19 AM;@crispyme91;Saran gue kalo customer membatalkan pesanan karena alasan apapun, didenda 10% dr harga total @CeritaTranspOLhttps://twitter.com/LEMONedPearl/status/935695461633081344 …;TRUE;;2;2;/crispyme91/status/936570356025892869
01-Dec-17;4.58 AM;@CeritaTranspOL;Hadeeeehhh... Kagak tau aja dulunya credit card semua. https://twitter.com/alpinnn/status/936578394686242817 …;FALSE;3;1;5;/CeritaTranspOL/status/936580385785262080
30-Nov-17;11.21 PM;@CeritaTranspOL;Dihapus aja deh.;FALSE;2;;;/CeritaTranspOL/status/936495437917298690
30-Nov-17;11.20 PM;@CeritaTranspOL;Update terbaru. Silakan mau percaya asli atau hoax.https://twitter.com/nonbombi/status/936463168158576640 …;TRUE;1;1;1;/CeritaTranspOL/status/936495147004473344
30-Nov-17;10.33 PM;@anshariluthfi;"Pas gue bilang ""pak kalo mau nipu cari yg lain aja, akun saya lg ga ada saldo gopaynya""

eh dikatain ""alah miskin"" terus ditutup

Udah nipu ngatain pula, kan bgsd";FALSE;;25;5;/anshariluthfi/status/936483452576178176
30-Nov-17;10.26 PM;@anshariluthfi;"Barusan tiba tiba dapet secret password login dari @gojekindonesia terus tiba tiba ada telepon yg bilang saya dapet hadiah berjuta juta tapi harus ngasih kode login nya hahaha

Hati hati guys @CeritaTranspOL 

dari nomor ini nihpic.twitter.com/I90QIMJKkw";FALSE;5;14;4;/anshariluthfi/status/936481696744030209
30-Nov-17;9.06 PM;@CeritaTranspOL;"....

.... https://twitter.com/tmcpoldametro/status/936459227182219264 …";FALSE;;;;/CeritaTranspOL/status/936461508678098946
28-Nov-17;6.25 PM;@LEMONedPearl;"Jadinya fair, ada buktinya. Driver nggak asal ngaku bahwa makanan dah dipesan. 

Bagaimana pun juga, nggak fair kalau pelanggan nggak dikasih cara buat batalin orderan. Nggak semua yg batalin pesenan go-food itu alasannya iseng atau nggak sabaran nunggu";TRUE;2;1;1;/LEMONedPearl/status/935696063465267200
28-Nov-17;6.22 PM;@LEMONedPearl;"Harusnya pelanggan nggak masalah... Ya pasti tetap keberatan lah. Itu haknya pelanggan. 

Memang harus ada perubahan mekanisme dari gojeknya mengenai pemesanan go-food. Misal. Kalau sudah diorder atau dibayar, ga bisa dibatalkan. Tapi driver harus upload resi pembayaran/pemesanan";TRUE;5;3;;/LEMONedPearl/status/935695461633081344
28-Nov-17;8.21 PM;@miqdad57;Itu di dekat stasiun Bekasi udah keren skrg bang. Jd ngga bikin macet jalanan umum lainnya. Apalagi bwt ojol, bisa parkir bwt ngopi sambil nunggu dpt orderan.;TRUE;;1;1;/miqdad57/status/935725382422159360
30-Nov-17;8.44 PM;@CeritaTranspOL;Takut diminta bayarin itu.. https://twitter.com/lfhrnwt/status/935728891888656385 …;FALSE;1;;1;/CeritaTranspOL/status/936455867808997377
29-Nov-17;5.21 AM;@derajatkoe;depan terminal purabaya ada halte khusus bual ojol tapi ya gtu ada jatah preman yg harus dikeluarin driver tiap pickup;TRUE;1;3;;/derajatkoe/status/935861317453299713
29-Nov-17;5.20 AM;@derajatkoe;di surabaya malah miris, area stasiun/terminal jadi zona merah, cs harus mlipir jauh klu mau pake ojol/taxol;TRUE;4;6;1;/derajatkoe/status/935860900778487808
29-Nov-17;6.43 AM;@iBoengky;@CeritaTranspOL wew baru besok2 gue dijemput nya pic.twitter.com/tmgT06X5TJ;FALSE;;2;1;/iBoengky/status/935881842405683201
29-Nov-17;6.46 AM;@pengendarabesi;salah satu efek dari syarat insentifnya @GrabID yg memberatkan driver, cuman di kasih cancel 10% dari semua order yg masuk. dalam sehari.  yg dimana itu hanya boleh 1 x cancel. lebih dari itu insentif gagal . yah mungkin dia sebelumnya sudah ada cancel.https://twitter.com/ayugiyanisa/status/935879169002545153 …;FALSE;4;6;2;/pengendarabesi/status/935882711008387072
30-Nov-17;12.06 AM;@windumuktiw;Patut ditiru nih @kotakasablanka @PondokIndahMall biar gak bikin macet.. nyediain 10 slot parkir mobil buat ojol justru makin banyak pengunjung kok. @CeritaTranspOLhttps://twitter.com/romeogadungan/status/936138515523411969 …;FALSE;1;12;3;/windumuktiw/status/936144273451368448
29-Nov-17;11.43 PM;@romeogadungan;Nice one @pacificplace pic.twitter.com/HCGMmH8aTD;FALSE;14;1.3K;466;/romeogadungan/status/936138515523411969
30-Nov-17;3.27 PM;@herunato;pic.twitter.com/HOqx1lPDkr;FALSE;;4;1;/herunato/status/936376045782970368
29-Nov-17;10.39 PM;@ID_Voxpop;Drama di Angkutan ‘Online’ Versi @CeritaTranspOL: Ini berawal dari keresahan kami sebagai…https://goo.gl/fb/sHdZM2 ;FALSE;;7;8;/ID_Voxpop/status/936122600207601670
28-Nov-17;8.02 PM;@CeritaTranspOL;Cerita bahagia..https://twitter.com/errickarya/status/935143655135887360 …;FALSE;1;3;3;/CeritaTranspOL/status/935720622587596801
27-Nov-17;4.51 PM;@chaesanchann;Order di tempat yang sama jam yang sama tapi ketika dapet driver ibu-ibu nyampe di kampus lebih cepet @CeritaTranspOL;FALSE;1;1;;/chaesanchann/status/935310032886833152
27-Nov-17;9.33 PM;@bonni_pc;"Main2 ke kampus UI. Dpt cs anak farmasi angkatan 2014,namanya nahdiah.

Balik kuliah?| Iya mas| balik ke rumah atau kostan? |Ke kostan teman | knp ga balik ke rmh/kostan nya? | Nah itu dia masanya mas| knp jd masalah?| Masalahnya saya belum mandi mas, td lupa | @CeritaTranspOLpic.twitter.com/niyJ85KDLL";FALSE;1;2;1;/bonni_pc/status/935380988380639233
28-Nov-17;8.00 PM;@CeritaTranspOL;Saran: https://twitter.com/bayumandastana/status/935436074813288448 …;FALSE;;2;1;/CeritaTranspOL/status/935720107388604417
28-Nov-17;4.23 AM;@uriwiru;"Percakapan dgn driver Go-mobil:

: kalo ga salah, di rmh mba ada mobil ****** ya?
: ehm, iya punya bapak saya
: saya pernah liat pas lewatin rmh mba soalnya
: oh...

Lah, dia merhatiin  @CeritaTranspOL";FALSE;2;1;;/uriwiru/status/935484328846360577
28-Nov-17;7.59 PM;@CeritaTranspOL;Alhamdulillah...bapaknya ....https://twitter.com/chachastaar/status/935492224036388865 …;FALSE;;1;;/CeritaTranspOL/status/935719843424333825
28-Nov-17;5.13 AM;@klickadryan;"Rejeki kaum kaum yang sabar gara2 jogja hari ini hujan super deras dan macet. Eh nyangkut deh setelah 20 minit menunggu ~~
@CeritaTranspOL pic.twitter.com/9L8NPcgcIs";FALSE;4;4;1;/klickadryan/status/935496975205548032
28-Nov-17;7.53 AM;@sihargeol;Stasiun Bekasi nihpic.twitter.com/5BlbmZ53yx;FALSE;2;19;5;/sihargeol/status/935537239290871808
28-Nov-17;7.58 PM;@CeritaTranspOL;Ada kota lain yang menerapkan hal serupa? Coba mention kami.https://twitter.com/sihargeol/status/935526280652505090 …;FALSE;9;1;3;/CeritaTranspOL/status/935719642949091329
28-Nov-17;7.56 PM;@CeritaTranspOL;Sebuah utas tentang pengancaman. https://twitter.com/glrhn/status/935706387019001856 …;FALSE;;6;3;/CeritaTranspOL/status/935719070002970626
28-Nov-17;7.54 PM;@CeritaTranspOL;Sebuah utas tentang percobaan penipuan.https://twitter.com/khairinadiar/status/931497428225638400 …;FALSE;;;;/CeritaTranspOL/status/935718650815877121
28-Nov-17;7.52 PM;@CeritaTranspOL;Sebuah utas bagi kamu yang ingin mendaftar jadi driver.https://twitter.com/drivergojekpro/status/935538078998962178 …;FALSE;;16;18;/CeritaTranspOL/status/935718157024677895
28-Nov-17;6.03 PM;@CeritaTranspOL;Teman-teman, tolong jangan menyusahkan orang yang sudah mempermudah hidup kita ya. https://twitter.com/rizal_septyan/status/935667015511023616 …;FALSE;4;28;1;/CeritaTranspOL/status/935690648325275648
26-Nov-17;11.14 PM;@rarasati;Pak Danny ini ramah bgt, senyum terus. Semoga beliau sukses terus, amin!;TRUE;1;2;1;/rarasati/status/935044067607453696
26-Nov-17;9.16 PM;@CeritaTranspOL;"Cerita inspiratif untuk hari ini. 

Selamat, Ricko Tendean!pic.twitter.com/uINqP8xWYk";FALSE;;69;41;/CeritaTranspOL/status/935014501841125376
26-Nov-17;9.08 PM;@CeritaTranspOL;"Pertanyaan dari abang drivernya pasti:
“Kenal Pak Jokowi dong?”
“Tetanggan ya, Mas?”
“Solo macet mulu ya, Mas?”
“Dateng ke nikahan anaknya?”
“Katanya macet ya kemarin, Mas?”

Gitu?https://twitter.com/anti_tesis/status/935011134242930689 …";FALSE;1;1;;/CeritaTranspOL/status/935012326968737792
26-Nov-17;9.04 PM;@CeritaTranspOL;Sehat dan bahagia terus, Pak Danny! :)https://twitter.com/danahsyg/status/923767600894550016 …;FALSE;2;12;9;/CeritaTranspOL/status/935011315961102337
26-Nov-17;7.12 AM;@watisutria;@CeritaTranspOL Bole ga bang?pic.twitter.com/69gu4NAsgF;FALSE;3;2;1;/watisutria/status/934802044178673664
26-Nov-17;12.08 PM;@ayya_a;"@CeritaTranspOL jadi waktu itu naik uber, terus sama2 ngeh kita masih muda/kuliahan, trs teh ngobrol dikit... udah aja. Intinya dia lbh tua
Trs beresnya ada notif si aa ngeadd line pake nomer wkwkwkwk
Trs tadi tbtb ngirim ini.... ga ada angin ga ada ujan ";FALSE;;1;;/ayya_a/status/934876502683815936
26-Nov-17;3.54 AM;@AkunNgelambe;Ini driver yang ngegofoodin makanan gua btw. Suratnya masi gua simpen. Kapan lagi dapet surat ihiy https://twitter.com/CeritaTranspOL/status/934751400839356416 …;FALSE;1;6;5;/AkunNgelambe/status/934752241679876099
26-Nov-17;3.52 AM;@CeritaTranspOL;YHA! https://twitter.com/fa_qof/status/934719088235921408 …;FALSE;;2;;/CeritaTranspOL/status/934751696420454400
26-Nov-17;3.51 AM;@CeritaTranspOL;Terbaik! https://twitter.com/ndilossa_/status/934696288305659906 …;FALSE;1;22;13;/CeritaTranspOL/status/934751400839356416
25-Nov-17;11.54 PM;@rchardaa;Hello @gojekindonesia mau nanya ini apa bentuk penipuan? Tiba2 ada pesan seperti ini dan setelah itu ada panggilan dari nomor tersebut dan ada notif sms secret password untuk login ke apps gojek. @CeritaTranspOLpic.twitter.com/STlTNnPACw;FALSE;5;2;;/rchardaa/status/934691779500171264
25-Nov-17;11.56 PM;@CeritaTranspOL;Sebuah thread.https://twitter.com/nihaqus/status/934072306942427136 …;FALSE;;3;5;/CeritaTranspOL/status/934692222334787584
25-Nov-17;12.30 AM;@adiyaadiya;Gua ga pernah malah gua naikkin blowernya ke nomor 2 biar dingin sekalian;TRUE;;1;1;/adiyaadiya/status/934338473598652416
25-Nov-17;12.32 AM;@ipoelvodoo;"Pernah dpt driver yg lagi hujan badai tornado jemput gw pake ac dingin banget dia nunggu di depan 10menit ya Allah...
Sampe kasian aku tanya ""pa knp ac nya ga dimatiin?""
Dia jawab ""takut penumpang ga nyaman mas""";TRUE;;5;5;/ipoelvodoo/status/934338870929321985
25-Nov-17;12.55 AM;@jOhn_mOel;nae ini aja dijamin ga dimatiin acnyapic.twitter.com/O2oR8fGP65;TRUE;1;5;;/jOhn_mOel/status/934344901730246656
25-Nov-17;1.14 AM;@ummiyy;Abangnya pantang menyerah @CeritaTranspOLpic.twitter.com/O1fyiwJK88;FALSE;11;9;2;/ummiyy/status/934349683907952645
25-Nov-17;3.43 AM;@PepoGalau;Kawan2 di jalan tiati ya..ngeri nih @CeritaTranspOL @UberDriver_JKT @uberID_comm @grubjek @GoCarJKThttps://twitter.com/PepoGalau/status/934386305361784832 …;FALSE;;4;2;/PepoGalau/status/934387165013819392
25-Nov-17;4.16 AM;@yonpurba;Kyknya driver yg begitu memang nunggu customer yg minta didinginin dulu baru dia dinginin. Pas sesampe di tujuan terbukti dia puter lagi temperaturnya ke very low.;TRUE;;1;;/yonpurba/status/934395467374280704
25-Nov-17;4.19 AM;@yonpurba;Sama gue juga pernah dpt babang yg cerita dpt customer yg bisa liat. Sepanjang jalan ya gue ngasih wejangan kalau yg begitu sugesti belaka;TRUE;;1;;/yonpurba/status/934396080996962309
25-Nov-17;5.10 AM;@RedLinkga;gw malah pernah dapet yg kenob settingan ACnya dilakban dong, spy gak bisa diutak-atik customer kayanya.;TRUE;1;1;;/RedLinkga/status/934408887448432640
25-Nov-17;5.59 AM;@rendiishere;@gojekindonesia gw hampir kena modus penipuan gojek nih, mo lapor cs ga ada yg ngangkat. abis googling, ternyata banyak yg ngalamin. modus mirip ini http://manado.tribunnews.com/2017/08/22/begini-modus-penipuan-baru-yang-incar-pemilik-akun-go-jek?page=1 ;FALSE;;10;10;/rendiishere/status/934421198028521472
25-Nov-17;6.21 AM;@imalavins;@CeritaTranspOL hari ini di sby hujan deress dan di dlm salah satu mall ada driver nyeker & basah kuyup,untung satpam tanggap& langsung sigap ngasih tau lokasi tenants :( gak bisa bantu banyak cuma bisa bantu doa semoga rezekinya lancar :(pic.twitter.com/;FALSE;4;15;9;/imalavins/status/934426818626461701
25-Nov-17;8.37 AM;@Dalsubiin;"Aku selalu nangis ingetnya.

Ga riya. Serius.
Aku selalu ngelebihin ngasihnya, apalagi kalo udah denger curahan hati aku :""

Td sore aja, ngelebihin 20k buat si bapak krn RELA ujan2an nganterin go-food :""";TRUE;;2;2;/Dalsubiin/status/934461075025620992
25-Nov-17;7.41 PM;@genta_langit;"""tau manortor gak mbak?""
""tau pak, nari tortor toh?""
""kok tau sih mbak?""

Lalu bapak Gojeknya siul-siul nada tari tor-tor @CeritaTranspOL";FALSE;;1;;/genta_langit/status/934628096489033728
25-Nov-17;7.38 PM;@genta_langit;Kemaren bapak Gojek nyuruh saya nonton prosesi ngunduh mantu Kahiyang, waktu saya cek nama belakang bapaknya Nasution. Pantas;FALSE;1;5;1;/genta_langit/status/934627312649175041
24-Nov-17;11.34 AM;@gost_funy;"Mayan nih buat gosend ~
Cc @CeritaTranspOL @noediyanpic.twitter.com/kA9uM6xeP4";FALSE;1;6;14;/gost_funy/status/934143266349490176
24-Nov-17;5.13 PM;@achmadupiq;@CeritaTranspOL meneruskan cerita dari grup dan semoga berkah yg melimpah buat masnya karna memuliakan hari jum'at pic.twitter.com/g48lp6ycAT;FALSE;;15;6;/achmadupiq/status/934228627222274050
25-Nov-17;12.00 AM;@CeritaTranspOL;Coba teman-teman driver mungkin tahu alasannya?https://twitter.com/enydevnata/status/934306093450194944 …;FALSE;20;1;;/CeritaTranspOL/status/934330839566991361
24-Nov-17;11.24 PM;@fitriandiani;i don't mind having a little conversation with babang ojek walau cuma basa-basi, kadang juga seru kok.;FALSE;1;1;;/fitriandiani/status/934321928180973568
24-Nov-17;11.14 PM;@fitriandiani;"ceritanya si bapak pas malem jumat kemarin, hampir tengah malem, dapet order anter mbak-mbak dari margo ke kota wisata. nah, si mbaknya ini tuh bisa ""liat"". jadilah perjalanannya si bapak horror banget.";FALSE;3;5;2;/fitriandiani/status/934319271361966081
24-Nov-17;11.10 PM;@fitriandiani;eh nyumbang cerita ah ke @CeritaTranspOL. semalem ngobrol sama pak gojek seru banget sepanjang jalan pulang ke rumah. bahkan sampe gue turun ceritanya belum kelar, dan gue jadi berdiri dulu di depan rumah dengerin cerita si bapak sampe selesai. :))));FALSE;3;6;1;/fitriandiani/status/934318419981221888
24-Nov-17;9.34 AM;@VirgantaraRizky;Pernah ngobrol sama driver gocar, kalau driver ngecancel sama cs yg ngecancel, ratingnya turunnya beda. Lupa banyakan yg mana turunnya;TRUE;2;2;;/VirgantaraRizky/status/934113094464184320
24-Nov-17;4.58 AM;@TamuNegara;Seirama, gua juga dulu naik gojek motor ga sesuai aplikasi, dapet supra tahun 2000an, jalan nanjak geter semua di pantat , tetep Rate bintang 5 + bayar dilebihin;TRUE;1;7;6;/TamuNegara/status/934043591160168448
24-Nov-17;5.55 AM;@Areloghy;Lah.. @CeritaTranspOL pic.twitter.com/TM6BqxXZ6n;FALSE;2;3;;/Areloghy/status/934057972908437504
24-Nov-17;12.50 AM;@calonmantuibumu;Saya pernah kasusnya begini. Pagi-pagi juga mau berangkat ngajar. Dari rumah ke tebet cuma 4K. Akhirnya saya ngasih ide untuk transfer ke rekening drivernyahttps://twitter.com/CeritaTranspOL/status/933867898946256896 …;FALSE;1;4;3;/calonmantuibumu/status/933981211155771392
23-Nov-17;10.12 PM;@WildanFjjr;Pernah dpet pesanan ke st bekasi, orgnya masih di cakung kreta ketahan, ane muterin alun2 bekasi dlu sambil nunggu mbanya, bgtu ane mau samperin krena kejebak macet di pintu kreta dia se enaknya ngecancel :( ini mobil pdhl bukan motor yg biaa parkir sembarang tempat;TRUE;;2;2;/WildanFjjr/status/933941431139311616
23-Nov-17;6.11 PM;@nicahtwit;Pernah nemu, kereta baru lepas Jatinegara, baru mau Cipinang, si Ibuk pesen ojol di.. Klender Baru.;TRUE;1;2;3;/nicahtwit/status/933880820296663040
23-Nov-17;6.07 PM;@semangkasegar;3. Gak mau isi kredit (gopay grabpay), tapi ga punya uang cash. Sekalinya ambil duit 100rb ngarep disediain kembalian. Ditawarin diisiin sama driver bilangnya ga ada duit;FALSE;6;15;3;/semangkasegar/status/933879637461032960
23-Nov-17;6.02 PM;@semangkasegar;2. Udah pesen ojek dari stasiun, masih mampir dulu  ke minimarket, toilet, ATM. Ojek jadi mangkal, bikin macet, diusir petugas, pindah tempat mangkal, penumpang komplen. Masya Allah.;FALSE;2;14;3;/semangkasegar/status/933878532748357632
23-Nov-17;6.00 PM;@semangkasegar;"Beberapa macam hobi penumpang: 

1. Dijemput di tempat yang dia pengen. Driver di suruh nunggu. Kalau driver kelamaan dibatalkan, padahal macetnya bikin si komo jg males lewat.";FALSE;1;16;3;/semangkasegar/status/933878037392769024
23-Nov-17;10.02 PM;@CeritaTranspOL;"Untuk diketahui bersama, bagaimana suatu kelalaian justru malah akan menyulitkan orang lain (khususnya dalam mencari rezeki).
https://twitter.com/indragwibisono/status/933936379238555648 …";FALSE;1;26;6;/CeritaTranspOL/status/933938934110855168
23-Nov-17;9.15 PM;@pertiwihakim;Setiap naik transportasi umum ataupun ojol selalu nyiapin uang kecil, ndak nyusahin dikita maupun disupirnya. Seharusnya user yg tau diri;TRUE;1;4;6;/pertiwihakim/status/933927136620003328
23-Nov-17;8.13 PM;@RsyiqahS;"Semoga ga keulang lg ya kejadian kaya gini harus bikin gojek evaluate sistem suspend lagi, kasian driverny :"")";TRUE;1;1;1;/RsyiqahS/status/933911490737856512
23-Nov-17;8.13 PM;@CeritaTranspOL;Yups, sudah di-update. Semoga jadi pembelajaran buat kita semua.https://twitter.com/kurniaven/status/933898924846325760 …;TRUE;1;21;2;/CeritaTranspOL/status/933911505027731456
23-Nov-17;8.12 PM;@CeritaTranspOL;Kamu juga baik.. https://twitter.com/mynameisndy/status/933899157244280832 …;TRUE;1;;;/CeritaTranspOL/status/933911284344528896
23-Nov-17;8.11 PM;@CeritaTranspOL;"Jika di-suspend.
Ribet ya ngurusnya.. https://twitter.com/fachriqosim/status/933903003400024065 …";TRUE;;;;/CeritaTranspOL/status/933910851790127104
23-Nov-17;7.44 PM;@eyieyo;Imho. Kalo dpt driver yg udah tua, mbok ya dimaklumi kalo beliau2 belom paham pemakain gps. Tinggal buka gps kita sendiri terus kasitau kok ya susah. Jgn tega2 amatlah.https://twitter.com/CeritaTranspOL/status/933869763922558976 …;FALSE;;37;8;/eyieyo/status/933904162554707968
23-Nov-17;8.08 PM;@CeritaTranspOL;Puji syukur. Update terbaru ya teman-teman. https://twitter.com/rsyiqahs/status/933907987969617922 …;FALSE;3;1;;/CeritaTranspOL/status/933910053177851904
23-Nov-17;8.03 PM;@riadomora;@CeritaTranspOL CS dapet discount 5000 jadi cuma bayar 1000 dan alhamdulillah dia kasih uang pas 500an 2 biji jadi saya ga sibuk cari kembalian pic.twitter.com/8ghr9j9dzR;FALSE;10;14;7;/riadomora/status/933908828818567168
23-Nov-17;6.46 PM;@tukang_gehu;sy pernah jg dpt penumpang.. pagi2 orderan argo 5rb duitnya 100rb ya mau gk mau nyari tukeran kewarung bwt kembalian nya.. Mana daerah sudirman lagi;TRUE;5;4;3;/tukang_gehu/status/933889475876233216
23-Nov-17;6.44 PM;@Mr_Hanwi;Kok ini jahat yak? Atuh mah udah tau naek ojol itu ga bakal mahal banget, mbok ya siapin uang pecahan 10k atau 20k. Atau kalo emang rutin pake ojol bayarlah pake gopay/grabpay. Apa susahnya isi di atm. Jangan susahin org lain, klo diri sendiri pun ga mau disusahin. Ga berkah;TRUE;1;19;8;/Mr_Hanwi/status/933888973360922624
23-Nov-17;6.42 PM;@taofan;Oh ya baru inget juga, pernah dapat driver car yang bawa pistol.. serem amat ya, nunjukkin pistol.. gw nunggu beberapa jam, langsung telp CS nya deh buat komplain..;TRUE;1;1;;/taofan/status/933888531616772096
23-Nov-17;6.37 PM;@LaeEnrich;"setuju, ketemu di tengah2, kita butuh dianter sampe tujuan, driver butuh kompensasinya, dg tarif yg relatif murah+waktu lebih singkat dr bbrp mode transpor lain... ""ngewongke wong"" sama2 aja";TRUE;1;7;1;/LaeEnrich/status/933887243214659584
23-Nov-17;6.37 PM;@taofan;Sekali-kalinya ngasih bintang 1 cuma waktu dapet driver rada mabuk dan nyetir bahaya banget.;TRUE;;1;;/taofan/status/933887318842150912
23-Nov-17;6.21 PM;@umenumen;"Buat gue pribadi, dalam memberi rating di ojek online seperti ini:
5 - Pelayanan standar hingga terbaik.
4 - Attitude tidak baik,buat kesalahan yang disengaja padahal sudah diberi arahan.
3 - Membuat kerugian dan mengabaikan keselamatan.
2 1 - Tindak kriminal.";FALSE;9;139;62;/umenumen/status/933883348430106624
23-Nov-17;6.04 PM;@IamYogas;Udah murah,masih aneh2. Gojek nya juga lebay, apa2 kemauan customer di iya in. Gak di cross check dulu..;TRUE;;11;7;/IamYogas/status/933879076539924480
